ID;Image;Name(Kanji);Name(Hiragana);Name(Romaji);Name(Localised);Nickname;Gender;Passive ID;Role;Game;Position;Alt Position;Element;Preferred Playstyle;First 3 Moves Learnt;Kick;Control;Technique;Pressure;Physical;Agility;Intelligence;Total Stats;Main Path;Alternate Paths
44;#NAME?;木乃伊 魔美;きのい まみ;Mami Kinoi;Robert Mayer;ミイラ;男 (Male);MF4;選手 (Player);イナズマイレブン;MF;DF;林 (Forest);Tension;"Dust Kick
Ghost Pull
Spider Web";93;101;98;81;82;75;90;620;Offense > Defense;"Keep > Defense
Defense > Defense"
45;#NAME?;八墓 祟;やつはか たたる;Tataru Yatsuhaka;Alexander Brave;八墓;男 (Male);MF4;選手 (Player);イナズマイレブン;MF;DF;火 (Fire);Counter;"Feint Dash
Shadow Stitch
Phantom Shot";93;101;98;81;82;75;90;620;Offense > Defense;"Shoot > Defense
Defense > Defense"
46;#NAME?;幽谷 博之;ゆうこく ひろゆき;Hiroyuki Yukoku;Johan Tassman;幽谷;男 (Male);FW6;選手 (Player);イナズマイレブン;FW;DF;林 (Forest);Rough Play;"Bounce Shot
Phantom Shot
Astro Break";114;108;98;81;78;78;86;643;Shoot > Shoot;"Shoot > Defense
Defense > Defense"
47;#NAME?;月村 憲一;つきむら けんいち;Kenichi Tsukimura;Troy Moon;月村;男 (Male);MF7;選手 (Player);イナズマイレブン;MF;FW;火 (Fire);Bond;"Heel Flick
Phantom Shot
Ghost Pull";90;104;105;77;75;75;93;619;Offense > Shoot;"Shoot > Offense
Shoot > Shoot"
48;#NAME?;武羅渡 牙;ぶらど きば;Kiba Burado;Burt Wolf;ブラッド;男 (Male);MF5;選手 (Player);イナズマイレブン;MF;DF;山 (Mountain);Rough Play;"Dust Kick
Phantom Shot
Ghost Pull";93;108;109;81;78;78;97;644;Offense > Shoot;"Defense > Offense
Defense > Defense"
49;#NAME?;不死 祀;ふし まつる;Matsuru Fushi;Rob Crombie;不死;男 (Male);GK7;選手 (Player);イナズマイレブン;GK;DF;山 (Mountain);Tension;"Mighty Save
Warp Space
Sumo Stomp";79;86;81;91;95;98;86;616;Keep > Keep;"Defense > Keep
Defense > Defense"
50;#NAME?;人形 幻;ひとがた げん;Gen Hitogata;Chuck Dollman;にんぎょう;男 (Male);FW8;選手 (Player);イナズマイレブン;FW;DF;林 (Forest);Rough Play;"Curve Shot
Phantom Shot
Spider Web";110;104;95;77;75;75;83;619;Shoot > Shoot;"Defense > Offense
Defense > Defense"
51;#NAME?;円谷 未知;つぶらや みち;Michi Tsuburaya;Uxley Allen;円谷;男 (Male);FW7;選手 (Player);イナズマイレブン;FW;MF;風 (Wind);Breach;"Bounce Shot
Ghost Pull
Astro Break";104;101;91;81;78;75;90;620;Shoot > Defense;"Shoot > Shoot
Shoot > Offense"
52;#NAME?;黒上 呪;くろがみ のろい;Noroi Kurogami;Phil Noir;黒上;男 (Male);FW7;選手 (Player);イナズマイレブン;FW;MF;林 (Forest);Bond;"Power Shot
Ghost Pull
Deceptor Dribble";104;101;91;81;78;75;90;620;Shoot > Defense;"Defense > Defense
Offense > Defense"
53;#NAME?;魔界 崇雄;まかい たかお;Takao Makai;Mick Askley;魔界;男 (Male);MF7;選手 (Player);イナズマイレブン;MF;DF;林 (Forest);Bond;"Crosscut Feint
Ghost Pull
Spider Web";90;104;105;77;75;75;93;619;Offense > Defense;"Defense > Defense
Defense > Defense"
54;#NAME?;地木流 灰人;じきる はいと;Haito Jikiru;Hekyll Jyde;地木流;男 (Male);DF6;監督 (Manager);イナズマイレブン;DF;FW;山 (Mountain);Rough Play;"Curving Cut
Ghost Pull
Brutal Persona Mode";79;83;84;91;95;81;104;617;Defense > Defense;"Defense > Offense
Shoot > Shoot"
56;#NAME?;提灯 ほのり;ちょうちん ほのり;Honori Chochin;Lanny Tern;提灯;女 (Female);GK7;マネージャー (Coordinator);イナズマイレブン;GK;MF;風 (Wind);Counter;;79;86;81;91;95;98;86;616;;
57;#NAME?;猪口 兵吾;いのくち ひょうご;Hyogo Inokuchi;Charlie Boardfield;イノシシ;男 (Male);GK6;選手 (Player);イナズマイレブン;GK;MF;火 (Fire);Rough Play;"Power Catch
Table-Turner
Blazing Knuckle";79;86;81;88;95;101;86;616;Keep > Keep;"Offense > Keep
Offense > Defense"
58;#NAME?;鶏井 亮太;とりい りょうた;Ryota Torii;Hugo Tallgeese;ニワトリ;男 (Male);MF4;選手 (Player);イナズマイレブン;MF;FW;火 (Fire);Rough Play;"Feint Dash
Dash Accelerator
Condor Dive";93;101;98;81;82;75;90;620;Offense > Offense;"Defense > Shoot
Shoot > Shoot"
59;#NAME?;魚住 拓人;うおずみ たくと;Takuto Uozumi;Wilson Fishman;サカナ;男 (Male);DF7;選手 (Player);イナズマイレブン;DF;MF;林 (Forest);Bond;"Feint Play
Quick Draw
Spinning Cut";76;79;77;95;99;81;110;617;Defense > Defense;"Shoot > Offense
Offense > Defense"
60;#NAME?;蛙田 達士;かえるだ たつひと;Tatsuhito Kaeruda;Peter Johnson;カエル;男 (Male);DF7;選手 (Player);イナズマイレブン;DF;MF;林 (Forest);Counter;"Shoulder Tackle
Dash Accelerator
Killer Slide";76;79;77;95;99;81;110;617;Defense > Offense;"Defense > Defense
Shoot > Offense"
61;#NAME?;獅子王 吼;ししおう こう;Ko Shishio;Leonard O'Shea;ライオン;男 (Male);DF6;選手 (Player);イナズマイレブン;DF;MF;山 (Mountain);Rough Play;"Cunning Pull
Super Armadillo
No Escape";79;83;84;91;95;81;104;617;Defense > Offense;"Shoot > Offense
Offense > Defense"
62;#NAME?;香芽 レオン;かめ れおん;Leon Kame;Cham Lion;カメレオン;男 (Male);MF6;選手 (Player);イナズマイレブン;MF;DF;風 (Wind);Breach;"Nutmeg
Quick Draw
Afterimage";97;104;102;84;85;78;93;643;Offense > Defense;"Shoot > Shoot
Defense > Defense"
63;#NAME?;大鷲 誠次;おおわし せいじ;Seiji Owashi;Steve Eagle;ワシ;男 (Male);MF7;選手 (Player);イナズマイレブン;MF;FW;風 (Wind);Tension;"Crosscut Feint
Condor Dive
Illusory Ball";90;104;105;77;75;75;93;619;Offense > Shoot;"Shoot > Shoot
Shoot > Shoot"
64;#NAME?;猿田 登;さるた のぼる;Noboru Saruta;Bruce Monkey;サル;男 (Male);MF7;選手 (Player);イナズマイレブン;MF;FW;風 (Wind);Rough Play;"Dust Kick
Monkey Turn
Tarzan Kick";90;104;105;77;75;75;93;619;Offense > Offense;"Defense > Offense
Shoot > Shoot"
65;#NAME?;五利 真吾;ごり しんご;Shingo Gori;Gary Lancaster;ゴリラ;男 (Male);FW7;選手 (Player);イナズマイレブン;FW;MF;山 (Mountain);Bond;"Curve Shot
Tarzan Kick
Super Armadillo";104;101;91;81;78;75;90;620;Shoot > Shoot;"Shoot > Defense
Offense > Defense"
66;#NAME?;蛇丸 彰真;へびまる しょうま;Shoma Hebimaru;Harry Snake;ヘビ;男 (Male);FW7;選手 (Player);イナズマイレブン;FW;MF;林 (Forest);Breach;"Low Drive
Zigzag Spark
Cross Drive";104;101;91;81;78;75;90;620;Shoot > Offense;"Shoot > Offense
Offense > Defense"
67;#NAME?;水前寺 馳威太;すいぜんじ ちいた;Chiita Suizenji;Adrian Speed;チーター;男 (Male);FW6;選手 (Player);イナズマイレブン;FW;MF;風 (Wind);Rough Play;"Curve Shot
Flurry Dash
Tarzan Kick";114;108;98;81;78;78;86;643;Shoot > Offense;"Shoot > Offense
Offense > Defense"
68;#NAME?;小荒 登;こあら のぼる;Noboru Koara;Alan Coe;コアラ;男 (Male);MF7;選手 (Player);イナズマイレブン;MF;FW;林 (Forest);Justice;"Feint Dash
Tarzan Kick
Monkey Turn";90;104;105;77;75;75;93;619;Offense > Shoot;"Shoot > Offense
Shoot > Shoot"
69;#NAME?;判 竹夫;ばん たけお;Takeo Ban;Philip Anders;パンダ;男 (Male);FW8;選手 (Player);イナズマイレブン;FW;MF;火 (Fire);Breach;"Will-o'-the-Wisp Shot
Killer Slide
Dash Accelerator";110;104;95;77;75;75;83;619;Shoot > Defense;"Shoot > Shoot
Shoot > Offense"
70;#NAME?;荒井川 熊巳;あらいがわ くまみ;Kumami Araigawa;Rocky Rackham;アライグマ;男 (Male);DF6;選手 (Player);イナズマイレブン;DF;MF;林 (Forest);Justice;"Curving Cut
Super Armadillo
Grenade Shot";79;83;84;91;95;81;104;617;Defense > Offense;"Defense > Defense
Shoot > Offense"
71;#NAME?;根津 光夫;ねず みつお;Mitsuo Nezu;Matt Mouseman;ネズミ;男 (Male);MF4;選手 (Player);イナズマイレブン;MF;DF;山 (Mountain);Bond;"Feint Dash
Fake Ball
Bewildered";93;101;98;81;82;75;90;620;Offense > Defense;"Shoot > Offense
Defense > Defense"
72;#NAME?;牛尾 空也;うしお くうや;Kuya Ushio;Chad Bullford;ウシ;男 (Male);GK6;選手 (Player);イナズマイレブン;GK;MF;火 (Fire);Tension;"Power Catch
Toughness Block
Blazing Knuckle";79;86;81;88;95;101;86;616;Keep > Keep;"Keep > Keep
Offense > Defense"
73;#NAME?;他山 幸助;たざん こうすけ;Kosuke Tazan;Harry Savage;他山;男 (Male);MF4;監督 (Manager);イナズマイレブン;MF;DF;風 (Wind);Justice;"Nutmeg
Blade Attack
Aikido";93;101;98;81;82;75;90;620;Offense > Defense;"Offense > Offense
Defense > Defense"
74;#NAME?;富良 民子;ふら みんこ;Minko Fura;Flammie Gonzalez;富良;女 (Female);FW8;マネージャー (Coordinator);イナズマイレブン;FW;MF;火 (Fire);Justice;;110;104;95;77;75;75;83;619;;
75;#NAME?;杉森 威;すぎもり たけし;Takeshi Sugimori;Thomas Feldt;威;男 (Male);GK4;選手 (Player);イナズマイレブン;GK;MF;林 (Forest);Counter;"Power Catch
Rocket Kobushi
Shot Pocket";83;90;84;91;99;104;90;641;Keep > Keep;"Keep > Keep
Offense > Defense"
77;#NAME?;弘山 誘;ひろやま ゆう;Yu Hiroyama;Harry Leading;誘;男 (Male);DF7;選手 (Player);イナズマイレブン;DF;MF;風 (Wind);Breach;"Feint Play
Patriot Shot
Thief's Eye";76;79;77;95;99;81;110;617;Defense > Shoot;"Defense > Offense
Shoot > Offense"
79;#NAME?;花岡 強;はなおか つよし;Tsuyoshi Hanaoka;Terry Stronger;強;男 (Male);DF7;選手 (Player);イナズマイレブン;DF;FW;火 (Fire);Justice;"Feint Play
Volcano Cut
Future Eye";76;79;77;95;99;81;110;617;Defense > Defense;"Shoot > Defense
Shoot > Shoot"
81;#NAME?;室伏 恐;むろぶし きょう;Kyo Murobushi;Philip Marvel;恐;男 (Male);DF6;選手 (Player);イナズマイレブン;DF;MF;山 (Mountain);Breach;"Curving Cut
Quick Draw
Slice and Dice";79;83;84;91;95;81;104;617;Defense > Defense;"Shoot > Defense
Offense > Defense"
83;#NAME?;稲田 則;いなだ のり;Nori Inada;Noel Good;則;男 (Male);DF6;選手 (Player);イナズマイレブン;DF;MF;林 (Forest);Rough Play;"Rolling Steal
Perimeter Zone
Earthquake";79;83;84;91;95;81;104;617;Defense > Defense;"Defense > Defense
Offense > Defense"
85;#NAME?;寺川 巌;てらかわ いわお;Iwao Terakawa;Tyron Rock;巌;男 (Male);MF7;選手 (Player);イナズマイレブン;MF;FW;火 (Fire);Counter;"Deceptive Step
Patriot Shot
Hey Presto";90;104;105;77;75;75;93;619;Offense > Shoot;"Offense > Shoot
Shoot > Shoot"
87;#NAME?;藤丸 啓;ふじまる けい;Kei Fujimaru;Francis Tell;啓;男 (Male);MF4;選手 (Player);イナズマイレブン;MF;FW;林 (Forest);Bond;"Heel Flick
Shadow Stitch
Illusory Ball";93;101;98;81;82;75;90;620;Offense > Defense;"Shoot > Offense
Shoot > Shoot"
89;#NAME?;山郷 暴;さんごう ばく;Baku Sango;Samuel Buster;暴;男 (Male);MF7;選手 (Player);イナズマイレブン;MF;FW;火 (Fire);Bond;"Deceptive Step
Grenade Shot
Scorching Tackle";90;104;105;77;75;75;93;619;Offense > Shoot;"Shoot > Shoot
Shoot > Shoot"
91;#NAME?;山岸 迫;やまぎし せり;Seri Yamagishi;Jonathan Seller;迫;男 (Male);FW6;選手 (Player);イナズマイレブン;FW;MF;風 (Wind);Justice;"Curve Shot
Fire Tornado
Clone Faker";114;108;98;81;78;78;86;643;Shoot > Shoot;"Offense > Offense
Offense > Defense"
93;#NAME?;大部 信;おおべ しん;Shin Obe;Victor Kind;信;男 (Male);MF4;選手 (Player);イナズマイレブン;MF;FW;林 (Forest);Bond;"Dust Kick
Twin Boost
Shadow Stitch";93;101;98;81;82;75;90;620;Offense > Shoot;"Offense > Defense
Shoot > Shoot"
95;#NAME?;下鶴 改;しもづる あらた;Arata Shimozuru;Neil Turner;改;男 (Male);FW6;選手 (Player);イナズマイレブン;FW;MF;火 (Fire);Tension;"Bounce Shot
Patriot Shot
Fire Tornado";114;108;98;81;78;78;86;643;Shoot > Shoot;"Shoot > Defense
Shoot > Offense"
96;#NAME?;下鶴 改;しもづる あらた;Arata Shimozuru;Neil Turner;改;男 (Male);#N/A;選手 (Player);イナズマイレブン;FW;MF;火 (Fire);#N/A;;?;?;?;?;?;?;?;;;
97;#NAME?;真下 乏;ましも とぼし;Toboshi Mashimo;Reg Underwood;真下;男 (Male);GK6;選手 (Player);イナズマイレブン;GK;MF;林 (Forest);Tension;"Power Catch
Shot Pocket
Rocket Kobushi";79;86;81;88;95;101;86;616;Keep > Keep;"Keep > Keep
Offense > Defense"
99;#NAME?;都築 静;つづき しずか;Shizuka Tsuzuki;Patrick Stiller;都築;男 (Male);MF4;選手 (Player);イナズマイレブン;MF;FW;風 (Wind);Tension;"Feint Dash
Quick Draw
Freeze Shot";93;101;98;81;82;75;90;620;Offense > Defense;"Offense > Shoot
Shoot > Shoot"
101;#NAME?;平生 仁;ひらお じん;Jin Hirao;Charles Oughtry;平生;男 (Male);MF7;選手 (Player);イナズマイレブン;MF;FW;山 (Mountain);Breach;"Crosscut Feint
Flurry Dash
Patriot Shot";90;104;105;77;75;75;93;619;Offense > Offense;"Offense > Shoot
Shoot > Shoot"
103;#NAME?;長友 喪;ながとも そう;So Nagatomo;Clive Mooney;長友;男 (Male);FW7;選手 (Player);イナズマイレブン;FW;MF;火 (Fire);Rough Play;"Bounce Shot
Patriot Shot
Killer Slide";104;101;91;81;78;75;90;620;Shoot > Shoot;"Shoot > Offense
Shoot > Offense"
