ID;Image;Name(Kanji);Name(Hiragana);Name(Romaji);Name(Localised);Nickname;Gender;Passive ID;Role;Game;Position;Alt Position;Element;Preferred Playstyle;First 3 Moves Learnt;Shot AT;Focus AT;Focus DF;Scramble AT;Scramble DF;Castle Wall DF;KP;Main Path;Alternate Paths
35;#NAME?;;;Seiji Okusu;Steve Ingham;;男 (Male);;選手 (Player);;FW;MF;山 (Mountain);Bond;"Bounce Shot
Ghost Pull
Twin Boost";205;0;0;168;171;159;0;Shoot > Defense;"Shoot > Offense
Shoot > Offense"
36;#NAME?;;;Reiji Kageyama;Ray Dark;;男 (Male);;監督 (Manager);;MF;FW;風 (Wind);Tension;"Feint Dash
Killer Slide
Illusory Ball";201;0;0;175;178;159;0;Offense > Defense;"Shoot > Shoot
Shoot > Shoot"
37;#NAME?;;;Masaru Anzai;Stephen Black;;男 (Male);;コーチ (Coach);;DF;MF;林 (Forest);Tension;"Cunning Pull
Afterimage
Harvest";162;0;0;199;195;186;0;Defense > Offense;"Defense > Defense
Offense > Offense"
38;#NAME?;;;Juzo Nata;Nathan Jones;;男 (Male);;選手 (Player);;GK;MF;風 (Wind);Rough Play;"Strong Punch
Warp Space
Whirlwind";173;0;0;189;181;190;0;Keep > Keep;"Defense > Keep
Shoot > Offense"
39;#NAME?;;;Wataru Sanzu;Russell Walk;;男 (Male);;選手 (Player);;DF;FW;林 (Forest);Justice;"Shoulder Tackle
Ghost Pull
Phantom Shot";155;0;0;209;205;194;0;Defense > Defense;"Defense > Defense
Shoot > Shoot"
40;#NAME?;;;Shigeru Yanagida;Jason Jones;;男 (Male);;選手 (Player);;DF;MF;風 (Wind);Bond;"Rolling Steal
Ghost Pull
Fake Ball";155;0;0;209;205;194;0;Defense > Defense;"Defense > Defense
Offense > Defense"
41;#NAME?;;;Ken Furan;Ken Furan;;男 (Male);;選手 (Player);;DF;GK;山 (Mountain);Rough Play;"Rolling Steal
Earthquake
Ghost Pull";155;0;0;209;205;194;0;Defense > Defense;"Defense > Defense
Keep > Keep"
42;#NAME?;;;Fujimi Shikabane;Jerry Fulton;;男 (Male);;選手 (Player);;DF;MF;火 (Fire);Rough Play;"Feint Play
Shadow Stitch
Phantom Shot";162;0;0;199;195;186;0;Defense > Defense;"Defense > Offense
Offense > Defense"
43;#NAME?;;;Michihisa Reigen;Ray Mannings;;男 (Male);;選手 (Player);;MF;DF;風 (Wind);Tension;"Dust Kick
Ghost Pull
Shadow Stitch";194;0;0;172;171;163;0;Offense > Defense;"Shoot > Defense
Defense > Defense"
44;#NAME?;;;Mami Kinoi;Robert Mayer;;男 (Male);;選手 (Player);;MF;DF;林 (Forest);Tension;"Dust Kick
Ghost Pull
Spider Web";194;0;0;172;171;163;0;Offense > Defense;"Keep > Defense
Defense > Defense"
45;#NAME?;;;Tataru Yatsuhaka;Alexander Brave;;男 (Male);;選手 (Player);;MF;DF;火 (Fire);Counter;"Feint Dash
Shadow Stitch
Phantom Shot";194;0;0;172;171;163;0;Offense > Defense;"Shoot > Defense
Defense > Defense"
46;#NAME?;;;Hiroyuki Yukoku;Johan Tassman;;男 (Male);;選手 (Player);;FW;DF;林 (Forest);Rough Play;"Bounce Shot
Phantom Shot
Astro Break";222;0;0;164;167;159;0;Shoot > Shoot;"Shoot > Defense
Defense > Defense"
47;#NAME?;;;Kenichi Tsukimura;Troy Moon;;男 (Male);;選手 (Player);;MF;FW;火 (Fire);Bond;"Heel Flick
Phantom Shot
Ghost Pull";194;0;0;168;170;152;0;Offense > Shoot;"Shoot > Offense
Shoot > Shoot"
48;#NAME?;;;Kiba Burado;Burt Wolf;;男 (Male);;選手 (Player);;MF;DF;山 (Mountain);Rough Play;"Dust Kick
Phantom Shot
Ghost Pull";201;0;0;175;178;159;0;Offense > Shoot;"Defense > Offense
Defense > Defense"
49;#NAME?;;;Matsuru Fushi;Rob Crombie;;男 (Male);;選手 (Player);;GK;DF;山 (Mountain);Tension;"Mighty Save
Warp Space
Sumo Stomp";165;0;0;181;177;186;0;Keep > Keep;"Defense > Keep
Defense > Defense"
50;#NAME?;;;Gen Hitogata;Chuck Dollman;;男 (Male);;選手 (Player);;FW;DF;林 (Forest);Rough Play;"Curve Shot
Phantom Shot
Spider Web";214;0;0;158;160;152;0;Shoot > Shoot;"Defense > Offense
Defense > Defense"
51;#NAME?;;;Michi Tsuburaya;Uxley Allen;;男 (Male);;選手 (Player);;FW;MF;風 (Wind);Breach;"Bounce Shot
Ghost Pull
Astro Break";205;0;0;168;171;159;0;Shoot > Defense;"Shoot > Shoot
Shoot > Offense"
52;#NAME?;;;Noroi Kurogami;Phil Noir;;男 (Male);;選手 (Player);;FW;MF;林 (Forest);Bond;"Power Shot
Ghost Pull
Deceptor Dribble";205;0;0;168;171;159;0;Shoot > Defense;"Defense > Defense
Offense > Defense"
53;#NAME?;;;Takao Makai;Mick Askley;;男 (Male);;選手 (Player);;MF;DF;林 (Forest);Bond;"Crosscut Feint
Ghost Pull
Spider Web";194;0;0;168;170;152;0;Offense > Defense;"Defense > Defense
Defense > Defense"
54;#NAME?;;;Haito Jikiru;Hekyll Jyde;;男 (Male);;監督 (Manager);;DF;FW;山 (Mountain);Rough Play;"Curving Cut
Ghost Pull
Brutal Persona Mode";162;0;0;199;195;186;0;Defense > Defense;"Defense > Offense
Shoot > Shoot"
56;#NAME?;;;Honori Chochin;Lanny Tern;;女 (Female);;マネージャー (Coordinator);;GK;MF;風 (Wind);Counter;;165;0;0;181;177;186;0;;
57;#NAME?;;;Hyogo Inokuchi;Charlie Boardfield;;男 (Male);;選手 (Player);;GK;MF;火 (Fire);Rough Play;"Power Catch
Table-Turner
Blazing Knuckle";165;0;0;181;174;183;0;Keep > Keep;"Offense > Keep
Offense > Defense"
58;#NAME?;;;Ryota Torii;Hugo Tallgeese;;男 (Male);;選手 (Player);;MF;FW;火 (Fire);Rough Play;"Feint Dash
Dash Accelerator
Condor Dive";194;0;0;172;171;163;0;Offense > Offense;"Defense > Shoot
Shoot > Shoot"
59;#NAME?;;;Takuto Uozumi;Wilson Fishman;;男 (Male);;選手 (Player);;DF;MF;林 (Forest);Bond;"Feint Play
Quick Draw
Spinning Cut";155;0;0;209;205;194;0;Defense > Defense;"Shoot > Offense
Offense > Defense"
60;#NAME?;;;Tatsuhito Kaeruda;Peter Johnson;;男 (Male);;選手 (Player);;DF;MF;林 (Forest);Counter;"Shoulder Tackle
Dash Accelerator
Killer Slide";155;0;0;209;205;194;0;Defense > Offense;"Defense > Defense
Shoot > Offense"
61;#NAME?;;;Ko Shishio;Leonard O'Shea;;男 (Male);;選手 (Player);;DF;MF;山 (Mountain);Rough Play;"Cunning Pull
Super Armadillo
No Escape";162;0;0;199;195;186;0;Defense > Offense;"Shoot > Offense
Offense > Defense"
62;#NAME?;;;Leon Kame;Cham Lion;;男 (Male);;選手 (Player);;MF;DF;風 (Wind);Breach;"Nutmeg
Quick Draw
Afterimage";201;0;0;178;177;169;0;Offense > Defense;"Shoot > Shoot
Defense > Defense"
63;#NAME?;;;Seiji Owashi;Steve Eagle;;男 (Male);;選手 (Player);;MF;FW;風 (Wind);Tension;"Crosscut Feint
Condor Dive
Illusory Ball";194;0;0;168;170;152;0;Offense > Shoot;"Shoot > Shoot
Shoot > Shoot"
64;#NAME?;;;Noboru Saruta;Bruce Monkey;;男 (Male);;選手 (Player);;MF;FW;風 (Wind);Rough Play;"Dust Kick
Monkey Turn
Tarzan Kick";194;0;0;168;170;152;0;Offense > Offense;"Defense > Offense
Shoot > Shoot"
65;#NAME?;;;Shingo Gori;Gary Lancaster;;男 (Male);;選手 (Player);;FW;MF;山 (Mountain);Bond;"Curve Shot
Tarzan Kick
Super Armadillo";205;0;0;168;171;159;0;Shoot > Shoot;"Shoot > Defense
Offense > Defense"
66;#NAME?;;;Shoma Hebimaru;Harry Snake;;男 (Male);;選手 (Player);;FW;MF;林 (Forest);Breach;"Low Drive
Zigzag Spark
Cross Drive";205;0;0;168;171;159;0;Shoot > Offense;"Shoot > Offense
Offense > Defense"
67;#NAME?;;;Chiita Suizenji;Adrian Speed;;男 (Male);;選手 (Player);;FW;MF;風 (Wind);Rough Play;"Curve Shot
Flurry Dash
Tarzan Kick";222;0;0;164;167;159;0;Shoot > Offense;"Shoot > Offense
Offense > Defense"
68;#NAME?;;;Noboru Koara;Alan Coe;;男 (Male);;選手 (Player);;MF;FW;林 (Forest);Justice;"Feint Dash
Tarzan Kick
Monkey Turn";194;0;0;168;170;152;0;Offense > Shoot;"Shoot > Offense
Shoot > Shoot"
69;#NAME?;;;Takeo Ban;Philip Anders;;男 (Male);;選手 (Player);;FW;MF;火 (Fire);Breach;"Will-o'-the-Wisp Shot
Killer Slide
Dash Accelerator";214;0;0;158;160;152;0;Shoot > Defense;"Shoot > Shoot
Shoot > Offense"
70;#NAME?;;;Kumami Araigawa;Rocky Rackham;;男 (Male);;選手 (Player);;DF;MF;林 (Forest);Justice;"Curving Cut
Super Armadillo
Grenade Shot";162;0;0;199;195;186;0;Defense > Offense;"Defense > Defense
Shoot > Offense"
71;#NAME?;;;Mitsuo Nezu;Matt Mouseman;;男 (Male);;選手 (Player);;MF;DF;山 (Mountain);Bond;"Feint Dash
Fake Ball
Bewildered";194;0;0;172;171;163;0;Offense > Defense;"Shoot > Offense
Defense > Defense"
72;#NAME?;;;Kuya Ushio;Chad Bullford;;男 (Male);;選手 (Player);;GK;MF;火 (Fire);Tension;"Power Catch
Toughness Block
Blazing Knuckle";165;0;0;181;174;183;0;Keep > Keep;"Keep > Keep
Offense > Defense"
73;#NAME?;;;Kosuke Tazan;Harry Savage;;男 (Male);;監督 (Manager);;MF;DF;風 (Wind);Justice;"Nutmeg
Blade Attack
Aikido";194;0;0;172;171;163;0;Offense > Defense;"Offense > Offense
Defense > Defense"
74;#NAME?;;;Minko Fura;Flammie Gonzalez;;女 (Female);;マネージャー (Coordinator);;FW;MF;火 (Fire);Justice;;214;0;0;158;160;152;0;;
75;#NAME?;;;Takeshi Sugimori;Thomas Feldt;;男 (Male);;選手 (Player);;GK;MF;林 (Forest);Counter;"Power Catch
Rocket Kobushi
Shot Pocket";173;0;0;189;181;190;0;Keep > Keep;"Keep > Keep
Offense > Defense"
77;#NAME?;;;Yu Hiroyama;Harry Leading;;男 (Male);;選手 (Player);;DF;MF;風 (Wind);Breach;"Feint Play
Patriot Shot
Thief's Eye";155;0;0;209;205;194;0;Defense > Shoot;"Defense > Offense
Shoot > Offense"
79;#NAME?;;;Tsuyoshi Hanaoka;Terry Stronger;;男 (Male);;選手 (Player);;DF;FW;火 (Fire);Justice;"Feint Play
Volcano Cut
Future Eye";155;0;0;209;205;194;0;Defense > Defense;"Shoot > Defense
Shoot > Shoot"
81;#NAME?;;;Kyo Murobushi;Philip Marvel;;男 (Male);;選手 (Player);;DF;MF;山 (Mountain);Breach;"Curving Cut
Quick Draw
Slice and Dice";162;0;0;199;195;186;0;Defense > Defense;"Shoot > Defense
Offense > Defense"
83;#NAME?;;;Nori Inada;Noel Good;;男 (Male);;選手 (Player);;DF;MF;林 (Forest);Rough Play;"Rolling Steal
Perimeter Zone
Earthquake";162;0;0;199;195;186;0;Defense > Defense;"Defense > Defense
Offense > Defense"
85;#NAME?;;;Iwao Terakawa;Tyron Rock;;男 (Male);;選手 (Player);;MF;FW;火 (Fire);Counter;"Deceptive Step
Patriot Shot
Hey Presto";194;0;0;168;170;152;0;Offense > Shoot;"Offense > Shoot
Shoot > Shoot"
87;#NAME?;;;Kei Fujimaru;Francis Tell;;男 (Male);;選手 (Player);;MF;FW;林 (Forest);Bond;"Heel Flick
Shadow Stitch
Illusory Ball";194;0;0;172;171;163;0;Offense > Defense;"Shoot > Offense
Shoot > Shoot"
89;#NAME?;;;Baku Sango;Samuel Buster;;男 (Male);;選手 (Player);;MF;FW;火 (Fire);Bond;"Deceptive Step
Grenade Shot
Scorching Tackle";194;0;0;168;170;152;0;Offense > Shoot;"Shoot > Shoot
Shoot > Shoot"
91;#NAME?;;;Seri Yamagishi;Jonathan Seller;;男 (Male);;選手 (Player);;FW;MF;風 (Wind);Justice;"Curve Shot
Fire Tornado
Clone Faker";222;0;0;164;167;159;0;Shoot > Shoot;"Offense > Offense
Offense > Defense"
93;#NAME?;;;Shin Obe;Victor Kind;;男 (Male);;選手 (Player);;MF;FW;林 (Forest);Bond;"Dust Kick
Twin Boost
Shadow Stitch";194;0;0;172;171;163;0;Offense > Shoot;"Offense > Defense
Shoot > Shoot"
95;#NAME?;;;Arata Shimozuru;Neil Turner;;男 (Male);;選手 (Player);;FW;MF;火 (Fire);Tension;"Bounce Shot
Patriot Shot
Fire Tornado";222;0;0;164;167;159;0;Shoot > Shoot;"Shoot > Defense
Shoot > Offense"
96;#NAME?;;;Arata Shimozuru;Neil Turner;;男 (Male);;選手 (Player);;FW;MF;火 (Fire);#N/A;;0;0;0;0;0;0;0;;
97;#NAME?;;;Toboshi Mashimo;Reg Underwood;;男 (Male);;選手 (Player);;GK;MF;林 (Forest);Tension;"Power Catch
Shot Pocket
Rocket Kobushi";165;0;0;181;174;183;0;Keep > Keep;"Keep > Keep
Offense > Defense"
99;#NAME?;;;Shizuka Tsuzuki;Patrick Stiller;;男 (Male);;選手 (Player);;MF;FW;風 (Wind);Tension;"Feint Dash
Quick Draw
Freeze Shot";194;0;0;172;171;163;0;Offense > Defense;"Offense > Shoot
Shoot > Shoot"
101;#NAME?;;;Jin Hirao;Charles Oughtry;;男 (Male);;選手 (Player);;MF;FW;山 (Mountain);Breach;"Crosscut Feint
Flurry Dash
Patriot Shot";194;0;0;168;170;152;0;Offense > Offense;"Offense > Shoot
Shoot > Shoot"
103;#NAME?;;;So Nagatomo;Clive Mooney;;男 (Male);;選手 (Player);;FW;MF;火 (Fire);Rough Play;"Bounce Shot
Patriot Shot
Killer Slide";205;0;0;168;171;159;0;Shoot > Shoot;"Shoot > Offense
Shoot > Offense"
104;#NAME?;;;Nashi Mizubuchi;Neil Waters;;男 (Male);;選手 (Player);;DF;FW;林 (Forest);Justice;"Shoulder Tackle
Sumo Stomp
Patriot Shot";162;0;0;199;195;186;0;Defense > Defense;"Defense > Defense
Shoot > Shoot"
106;#NAME?;;;Shinichiro Toyama;Newton Thomas;;男 (Male);;監督 (Manager);;MF;DF;林 (Forest);Counter;"Feint Dash
Asteroid Belt
Matador Feint";194;0;0;172;171;163;0;Offense > Defense;"Offense > Offense
Defense > Defense"
107;#NAME?;;;So Aidoru;Sam Idol;;男 (Male);;選手 (Player);;GK;MF;山 (Mountain);Tension;"Strong Punch
Sliding Goal
Toughness Block";173;0;0;189;181;190;0;Keep > Keep;"Keep > Keep
Offense > Defense"
108;#NAME?;;;Tetsuo Sujimichi;Marcus Train;;男 (Male);;選手 (Player);;DF;MF;火 (Fire);Rough Play;"Cunning Pull
Fake Ball
Zigzag Spark";155;0;0;209;205;194;0;Defense > Defense;"Shoot > Defense
Offense > Defense"
109;#NAME?;;;Raito Noberu;Light Nobel;;男 (Male);;選手 (Player);;MF;DF;林 (Forest);Justice;"Crosscut Feint
Fake Ball
Utter Gutsiness Bat";194;0;0;172;171;163;0;Offense > Defense;"Offense > Offense
Defense > Defense"
110;#NAME?;;;Hideo Muteki;Walter Valiant;;男 (Male);;選手 (Player);;MF;FW;火 (Fire);Counter;"Dust Kick
Fake Ball
Afterimage";201;0;0;175;178;159;0;Offense > Defense;"Offense > Shoot
Shoot > Shoot"
111;#NAME?;;;So Karisawa;Spencer Gates;;男 (Male);;選手 (Player);;DF;MF;山 (Mountain);Rough Play;"Cunning Pull
Utter Gutsiness Bat
Fake Ball";155;0;0;209;205;194;0;Defense > Shoot;"Defense > Defense
Shoot > Offense"
112;#NAME?;;;Itsuki Onra;Josh Spear;;男 (Male);;選手 (Player);;FW;MF;林 (Forest);Justice;"Power Shot
Bewildered
Ghost Pull";205;0;0;168;171;159;0;Shoot > Offense;"Defense > Offense
Shoot > Offense"
113;#NAME?;;;Haru Onotomo;Gaby Farmer;;男 (Male);;選手 (Player);;FW;MF;風 (Wind);Bond;"Low Drive
Bewildered
Cyclone";205;0;0;168;171;159;0;Shoot > Offense;"Shoot > Shoot
Offense > Defense"
114;#NAME?;;;Goki Robo;A. Woodbridge;;男 (Male);;選手 (Player);;MF;FW;風 (Wind);Counter;"Nutmeg
Bewildered
Utter Gutsiness Bat";194;0;0;168;170;152;0;Offense > Offense;"Defense > Shoot
Shoot > Shoot"
115;#NAME?;;;Konomu Geimu;Gus Gamer;;男 (Male);;選手 (Player);;FW;MF;火 (Fire);Tension;"Low Drive
Utter Gutsiness Bat
Bewildered";205;0;0;168;171;159;0;Shoot > Shoot;"Defense > Shoot
Offense > Defense"
116;#NAME?;;;Moe Manga;Mark Gambling;;男 (Male);;選手 (Player);;FW;MF;風 (Wind);Bond;"Curve Shot
Bewildered
Utter Gutsiness Bat";222;0;0;164;167;159;0;Shoot > Offense;"Defense > Shoot
Shoot > Offense"
117;#NAME?;;;Tatsuhito Akeito;Theodore Master;;男 (Male);;選手 (Player);;FW;MF;林 (Forest);Rough Play;"Power Shot
Bewildered
Cross Drive";214;0;0;158;160;152;0;Shoot > Offense;"Shoot > Shoot
Shoot > Offense"
118;#NAME?;;;Tsutomu Kiuchi;Ham Signalman;;男 (Male);;選手 (Player);;MF;DF;風 (Wind);Breach;"Deceptive Step
Bewildered
Coil Turn";194;0;0;168;170;152;0;Offense > Offense;"Defense > Shoot
Defense > Defense"
119;#NAME?;;;Sakuo Zokei;Bill Formby;;男 (Male);;選手 (Player);;DF;FW;山 (Mountain);Breach;"Rolling Steal
Spider Web
Bewildered";155;0;0;209;205;194;0;Defense > Defense;"Defense > Shoot
Shoot > Shoot"
120;#NAME?;;;Sota Toma;Grant Eldorado;;男 (Male);;選手 (Player);;GK;FW;火 (Fire);Tension;"Mighty Save
Power Shield
Flash Upper";165;0;0;181;177;186;0;Keep > Keep;"Keep > Keep
Shoot > Shoot"
121;#NAME?;;;Sakuta Seimo;Mike Vox;;男 (Male);;選手 (Player);;DF;MF;風 (Wind);Counter;"Cunning Pull
Fake Ball
Flurry Dash";155;0;0;209;205;194;0;Defense > Defense;"Defense > Shoot
Offense > Defense"
122;#NAME?;;;Saguri Netto;Ollie Webb;;男 (Male);;選手 (Player);;DF;MF;林 (Forest);Counter;"Cunning Pull
Scorching Tackle
Cross Drive";155;0;0;209;205;194;0;Defense > Offense;"Defense > Defense
Shoot > Offense"
123;#NAME?;;;Saito Maniya;Manny Artic;;男 (Male);;監督 (Manager);;MF;DF;山 (Mountain);Justice;"Shoulder Tackle
Dash Accelerator
Gravestone";194;0;0;168;170;152;0;Defense > Offense;"Offense > Offense
Defense > Defense"
124;#NAME?;;;Meina Meido;Meina Maiden;;女 (Female);;マネージャー (Coordinator);;DF;FW;林 (Forest);Breach;;155;0;0;209;205;194;0;;
125;#NAME?;;;Santa Momochi;Morgan Sanders;;男 (Male);;選手 (Player);;GK;MF;林 (Forest);Bond;"Mighty Save
Whirlwind
Warp Space";165;0;0;181;174;183;0;Keep > Keep;"Keep > Keep
Offense > Defense"
126;#NAME?;;;Nagato Fujibayashi;Newton Flust;;男 (Male);;選手 (Player);;DF;MF;山 (Mountain);Tension;"Shoulder Tackle
Shadow Stitch
Clone Faker";155;0;0;209;205;194;0;Defense > Defense;"Offense > Shoot
Shoot > Offense"
