ID;Image;Name(Kanji);Name(Hiragana);Name(Romaji);Name(Localised);Nickname;Gender;Passive ID;Role;Game;Position;Alt Position;Element;Preferred Playstyle;First 3 Moves Learnt;Kick;Control;Technique;Pressure;Physical;Agility;Intelligence;Total Stats;Main Path;Alternate Paths
14;https://dxi4wb638ujep.cloudfront.net/1/k/u/y/uy2tfhpjks0.png;目金 欠流;めがね かける;Kakeru Megane;William Glass;メガネ;男 (Male);FW3;選手 (Player);イナズマイレブン;FW;MF;林 (Forest);Justice;"Bounce Shot
Spectacle Crash
Divine Arrows";110;108;98;88;85;81;97;667;Shoot > Shoot;"Offense > Shoot
Offense > Offense"
15;https://dxi4wb638ujep.cloudfront.net/1/k/e/4/e4qtt3lwf_m.png;一之瀬 一哉;いちのせ かずや;Kazuya Ichinose;Erik Eagle;一之瀬;男 (Male);MF4;選手 (Player);イナズマイレブン;MF;FW;林 (Forest);Bond;"Deceptive Step
Spinning Shot
Illusory Ball";100;108;105;88;88;81;97;667;Offense > Shoot;"Shoot > Shoot
Defense > Shoot"
16;https://dxi4wb638ujep.cloudfront.net/1/k/-/x/-xzmaq-eqf8.png;土門 飛鳥;どもん あすか;Asuka Domon;Bobby Shearer;土門;男 (Male);DF3;選手 (Player);イナズマイレブン;DF;MF;林 (Forest);Tension;"Rolling Steal
Killer Slide
Volcano Cut";86;90;91;98;102;88;110;665;Defense > Defense;"Shoot > Defense
Defense > Shoot"
17;https://dxi4wb638ujep.cloudfront.net/1/k/c/b/cb88nfolkwe.png;木野 秋;きの あき;Aki Kino;Silvia Woods;木野;女 (Female);GK1;マネージャー (Coordinator);イナズマイレブン;GK;DF;山 (Mountain);Tension;"Mighty Save
God Hand
Blazing Knuckle";90;97;91;98;105;111;97;689;Keep > Keep;"Keep > Keep
Defense > Defense"
18;https://dxi4wb638ujep.cloudfront.net/1/k/z/p/zpndk6oxjls.png;音無 春奈;おとなし はるな;Haruna Otonashi;Celia Hills;音無;女 (Female);MF2;マネージャー (Coordinator);イナズマイレブン;MF;DF;風 (Wind);Bond;"Feint Dash
Illusory Ball
Spinning Cut";104;112;109;91;92;85;100;693;Offense > Offense;"Offense > Shoot
Defense > Defense"
19;https://dxi4wb638ujep.cloudfront.net/1/k/x/i/xikbkjcdmjs.png;雷門 夏未;らいもん なつみ;Natsumi Raimon;Nelly Raimon;夏未;女 (Female);FW2;マネージャー (Coordinator);イナズマイレブン;FW;MF;火 (Fire);Bond;"Will-o'-the-Wisp Shot
Bed of Roses
Matador Feint";121;115;105;88;85;85;93;692;Shoot > Shoot;"Shoot > Shoot
Offense > Defense"
20;https://dxi4wb638ujep.cloudfront.net/1/k/9/w/9wtikebapts.png;源田 幸次郎;げんだ こうじろう;Kojiro Genda;Joseph King;げんおう;男 (Male);GK1;選手 (Player);イナズマイレブン;GK;MF;火 (Fire);Breach;"Mighty Save
Power Shield
Full Power Shield";90;97;91;98;105;111;97;689;Keep > Keep;"Keep > Keep
Shoot > Offense"
21;https://dxi4wb638ujep.cloudfront.net/1/k/d/5/d5w9zd0i6nc.png;大野 伝助;おおの でんすけ;Densuke Ono;Peter Drent;だいでん;男 (Male);DF5;選手 (Player);イナズマイレブン;DF;FW;山 (Mountain);Rough Play;"Feint Play
Earthquake
Illusory Ball";83;86;88;95;99;85;107;643;Defense > Defense;"Defense > Shoot
Shoot > Shoot"
22;https://dxi4wb638ujep.cloudfront.net/1/k/s/r/srbc08syx-0.png;万丈 一道;ばんじょう かずみち;Kazumichi Banjo;Ben Simmons;万丈;男 (Male);DF4;選手 (Player);イナズマイレブン;DF;MF;林 (Forest);Justice;"Rolling Steal
Cyclone
Killer Slide";79;83;81;98;102;85;114;642;Defense > Defense;"Defense > Offense
Offense > Defense"
23;https://dxi4wb638ujep.cloudfront.net/1/k/u/w/uwgaalaes40.png;成神 健也;なるかみ けんや;Kenya Narukami;Alan Master;成神;男 (Male);MF5;選手 (Player);イナズマイレブン;MF;DF;風 (Wind);Breach;"Nutmeg
Killer Slide
Illusory Ball";93;108;109;81;78;78;97;644;Offense > Defense;"Defense > Offense
Defense > Defense"
24;https://dxi4wb638ujep.cloudfront.net/1/k/f/y/fy3h3amk_lc.png;五条 勝;ごじょう まさる;Masaru Gojo;Gus Martin;五条;男 (Male);DF3;選手 (Player);イナズマイレブン;DF;MF;林 (Forest);Bond;"Curving Cut
Killer Slide
Clone Faker";86;90;91;98;102;88;110;665;Defense > Defense;"Defense > Defense
Offense > Defense"
25;https://dxi4wb638ujep.cloudfront.net/1/k/_/3/_3uukhtskrs.png;辺見 渡;へんみ わたる;Wataru Henmi;Herman Waldon;辺見;男 (Male);MF5;選手 (Player);イナズマイレブン;MF;FW;風 (Wind);Rough Play;"Nutmeg
Killer Slide
Cyclone";93;108;109;81;78;78;97;644;Offense > Defense;"Shoot > Offense
Shoot > Shoot"
26;https://dxi4wb638ujep.cloudfront.net/1/k/o/f/ofl1j41wnye.png;咲山 修二;さきやま しゅうじ;Shuji Sakiyama;John Bloom;咲山;男 (Male);MF5;選手 (Player);イナズマイレブン;MF;FW;火 (Fire);Tension;"Dust Kick
Killer Slide
Wrath Shot";93;108;109;81;78;78;97;644;Offense > Defense;"Shoot > Offense
Shoot > Shoot"
27;https://dxi4wb638ujep.cloudfront.net/1/k/6/1/61at4120ans.png;洞面 秀一郎;どうめん しゅういちろう;Shuichiro Domen;Derek Swing;洞面;男 (Male);MF5;選手 (Player);イナズマイレブン;MF;FW;風 (Wind);Counter;"Deceptive Step
Clone Faker
Killer Slide";93;108;109;81;78;78;97;644;Offense > Offense;"Shoot > Shoot
Shoot > Shoot"
28;https://dxi4wb638ujep.cloudfront.net/1/k/l/d/ldrmvkqotue.png;寺門 大貴;じもん だいき;Daiki Jimon;Daniel Hatch;寺門;男 (Male);FW5;選手 (Player);イナズマイレブン;FW;DF;林 (Forest);Rough Play;"Low Drive
Wrath Shot
Killer Slide";107;104;95;84;82;78;93;643;Shoot > Shoot;"Shoot > Shoot
Defense > Defense"
29;https://dxi4wb638ujep.cloudfront.net/1/k/l/1/l1wbplzhm4k.png;鬼道 有人;きどう ゆうと;Yuto Kido;Jude Sharp;鬼道;男 (Male);MF2;選手 (Player);イナズマイレブン;MF;FW;風 (Wind);Justice;"Deceptive Step
Illusory Ball
Twin Boost";104;112;109;91;92;85;100;693;Offense > Offense;"Shoot > Offense
Shoot > Shoot"
30;https://dxi4wb638ujep.cloudfront.net/1/k/u/d/udbgi0_9hlm.png;佐久間 次郎;さくま じろう;Jiro Sakuma;David Samford;佐久間;男 (Male);FW2;選手 (Player);イナズマイレブン;FW;MF;林 (Forest);Counter;"Bounce Shot
Killer Slide
Emperor Penguin No. 2";121;115;105;88;85;85;93;692;Shoot > Defense;"Shoot > Offense
Offense > Defense"
31;https://dxi4wb638ujep.cloudfront.net/1/k/0/y/0yivxpk1ur8.png;兵藤 雄平;ひょうどう ゆうへい;Yuhei Hyodo;Bob Carlton;兵藤;男 (Male);GK6;選手 (Player);イナズマイレブン;GK;DF;林 (Forest);Justice;"Strong Punch
Power Shield
Fireball Knuckle";79;86;81;88;95;101;86;616;Keep > Keep;"Keep > Keep
Defense > Defense"
32;https://dxi4wb638ujep.cloudfront.net/1/k/f/a/fat0cwsp5yu.png;恵那 和樹;えな かずき;Kazuki Ena;Cliff Tomlinson;恵那;男 (Male);FW7;選手 (Player);イナズマイレブン;FW;MF;風 (Wind);Breach;"Low Drive
Grenade Shot
Killer Slide";104;101;91;81;78;75;90;620;Shoot > Shoot;"Shoot > Shoot
Offense > Defense"
33;https://dxi4wb638ujep.cloudfront.net/1/k/h/7/h7uoyp-j8eu.png;椋本 圭;むくもと けい;Kei Mukumoto;Jim Lawrenson;椋本;男 (Male);FW8;選手 (Player);イナズマイレブン;FW;MF;風 (Wind);Tension;"Bounce Shot
Spiral Shot
Wrath Shot";110;104;95;77;75;75;83;619;Shoot > Shoot;"Offense > Defense
Offense > Defense"
34;https://dxi4wb638ujep.cloudfront.net/1/k/2/t/2tljfwyzrt8.png;渋木 翔大;しぶき しょうだい;Shodai Shibuki;Barry Potts;渋木;男 (Male);MF7;選手 (Player);イナズマイレブン;MF;FW;風 (Wind);Rough Play;"Dust Kick
Killer Slide
Whirlwind Twister";90;104;105;77;75;75;93;619;Offense > Defense;"Offense > Shoot
Shoot > Shoot"
35;https://dxi4wb638ujep.cloudfront.net/1/k/w/8/w8g8mttrknm.png;大楠 星士;おおくす せいじ;Seiji Okusu;Steve Ingham;大楠;男 (Male);FW7;選手 (Player);イナズマイレブン;FW;MF;山 (Mountain);Bond;"Bounce Shot
Ghost Pull
Twin Boost";104;101;91;81;78;75;90;620;Shoot > Defense;"Shoot > Offense
Shoot > Offense"
36;https://dxi4wb638ujep.cloudfront.net/1/k/8/w/8wocttgsuu0.png;影山 零治;かげやま れいじ;Reiji Kageyama;Ray Dark;影山;男 (Male);MF5;監督 (Manager);イナズマイレブン;MF;FW;風 (Wind);Tension;"Feint Dash
Killer Slide
Illusory Ball";93;108;109;81;78;78;97;644;Offense > Defense;"Shoot > Shoot
Shoot > Shoot"
37;https://dxi4wb638ujep.cloudfront.net/1/k/n/y/ny_j-sgwdnc.png;安西 勝;あんざい まさる;Masaru Anzai;Stephen Black;安西;男 (Male);DF6;コーチ (Coach);イナズマイレブン;DF;MF;林 (Forest);Tension;"Cunning Pull
Afterimage
Harvest";79;83;84;91;95;81;104;617;Defense > Offense;"Defense > Defense
Offense > Offense"
38;https://dxi4wb638ujep.cloudfront.net/1/k/v/a/vaeuza7dvs8.png;鉈 十三;なた じゅうぞう;Juzo Nata;Nathan Jones;十三;男 (Male);GK4;選手 (Player);イナズマイレブン;GK;MF;風 (Wind);Rough Play;"Strong Punch
Warp Space
Whirlwind";83;90;84;91;99;104;90;641;Keep > Keep;"Defense > Keep
Shoot > Offense"
39;https://dxi4wb638ujep.cloudfront.net/1/k/p/v/pv9hgholaym.png;三途 渡;さんず わたる;Wataru Sanzu;Russell Walk;三途;男 (Male);DF7;選手 (Player);イナズマイレブン;DF;FW;林 (Forest);Justice;"Shoulder Tackle
Ghost Pull
Phantom Shot";76;79;77;95;99;81;110;617;Defense > Defense;"Defense > Defense
Shoot > Shoot"
40;https://dxi4wb638ujep.cloudfront.net/1/k/-/h/-hman4ox3bk.png;柳田 しげる;やなぎだ しげる;Shigeru Yanagida;Jason Jones;柳田;男 (Male);DF7;選手 (Player);イナズマイレブン;DF;MF;風 (Wind);Bond;"Rolling Steal
Ghost Pull
Fake Ball";76;79;77;95;99;81;110;617;Defense > Defense;"Defense > Defense
Offense > Defense"
41;https://dxi4wb638ujep.cloudfront.net/1/k/8/m/8mlcjh6dyhk.png;不乱 拳;ふらん けん;Ken Furan;Ken Furan;フランケン;男 (Male);DF7;選手 (Player);イナズマイレブン;DF;GK;山 (Mountain);Rough Play;"Rolling Steal
Earthquake
Ghost Pull";76;79;77;95;99;81;110;617;Defense > Defense;"Defense > Defense
Keep > Keep"
42;https://dxi4wb638ujep.cloudfront.net/1/k/n/o/no69oecnf0m.png;屍 藤美;しかばね ふじみ;Fujimi Shikabane;Jerry Fulton;藤美;男 (Male);DF6;選手 (Player);イナズマイレブン;DF;MF;火 (Fire);Rough Play;"Feint Play
Shadow Stitch
Phantom Shot";79;83;84;91;95;81;104;617;Defense > Defense;"Defense > Offense
Offense > Defense"
43;https://dxi4wb638ujep.cloudfront.net/1/k/t/h/thziddpvqu8.png;霊幻 道久;れいげん みちひさ;Michihisa Reigen;Ray Mannings;霊幻;男 (Male);MF4;選手 (Player);イナズマイレブン;MF;DF;風 (Wind);Tension;"Dust Kick
Ghost Pull
Shadow Stitch";93;101;98;81;82;75;90;620;Offense > Defense;"Shoot > Defense
Defense > Defense"
44;https://dxi4wb638ujep.cloudfront.net/1/k/c/j/cjopw8pvhnu.png;木乃伊 魔美;きのい まみ;Mami Kinoi;Robert Mayer;ミイラ;男 (Male);MF4;選手 (Player);イナズマイレブン;MF;DF;林 (Forest);Tension;"Dust Kick
Ghost Pull
Spider Web";93;101;98;81;82;75;90;620;Offense > Defense;"Keep > Defense
Defense > Defense"
45;https://dxi4wb638ujep.cloudfront.net/1/k/o/j/ojxxbxm3gy8.png;八墓 祟;やつはか たたる;Tataru Yatsuhaka;Alexander Brave;八墓;男 (Male);MF4;選手 (Player);イナズマイレブン;MF;DF;火 (Fire);Counter;"Feint Dash
Shadow Stitch
Phantom Shot";93;101;98;81;82;75;90;620;Offense > Defense;"Shoot > Defense
Defense > Defense"
46;https://dxi4wb638ujep.cloudfront.net/1/k/z/l/zlmqsoqnnru.png;幽谷 博之;ゆうこく ひろゆき;Hiroyuki Yukoku;Johan Tassman;幽谷;男 (Male);FW6;選手 (Player);イナズマイレブン;FW;DF;林 (Forest);Rough Play;"Bounce Shot
Phantom Shot
Astro Break";114;108;98;81;78;78;86;643;Shoot > Shoot;"Shoot > Defense
Defense > Defense"
47;https://dxi4wb638ujep.cloudfront.net/1/k/3/j/3j9d2pjesh0.png;月村 憲一;つきむら けんいち;Kenichi Tsukimura;Troy Moon;月村;男 (Male);MF7;選手 (Player);イナズマイレブン;MF;FW;火 (Fire);Bond;"Heel Flick
Phantom Shot
Ghost Pull";90;104;105;77;75;75;93;619;Offense > Shoot;"Shoot > Offense
Shoot > Shoot"
48;https://dxi4wb638ujep.cloudfront.net/1/k/g/l/glm8bwf-b0c.png;武羅渡 牙;ぶらど きば;Kiba Burado;Burt Wolf;ブラッド;男 (Male);MF5;選手 (Player);イナズマイレブン;MF;DF;山 (Mountain);Rough Play;"Dust Kick
Phantom Shot
Ghost Pull";93;108;109;81;78;78;97;644;Offense > Shoot;"Defense > Offense
Defense > Defense"
49;https://dxi4wb638ujep.cloudfront.net/1/k/m/k/mkvjitw20us.png;不死 祀;ふし まつる;Matsuru Fushi;Rob Crombie;不死;男 (Male);GK7;選手 (Player);イナズマイレブン;GK;DF;山 (Mountain);Tension;"Mighty Save
Warp Space
Sumo Stomp";79;86;81;91;95;98;86;616;Keep > Keep;"Defense > Keep
Defense > Defense"
50;https://dxi4wb638ujep.cloudfront.net/1/k/x/m/xmeolswmzne.png;人形 幻;ひとがた げん;Gen Hitogata;Chuck Dollman;にんぎょう;男 (Male);FW8;選手 (Player);イナズマイレブン;FW;DF;林 (Forest);Rough Play;"Curve Shot
Phantom Shot
Spider Web";110;104;95;77;75;75;83;619;Shoot > Shoot;"Defense > Offense
Defense > Defense"
51;https://dxi4wb638ujep.cloudfront.net/1/k/v/t/vtz0llegche.png;円谷 未知;つぶらや みち;Michi Tsuburaya;Uxley Allen;円谷;男 (Male);FW7;選手 (Player);イナズマイレブン;FW;MF;風 (Wind);Breach;"Bounce Shot
Ghost Pull
Astro Break";104;101;91;81;78;75;90;620;Shoot > Defense;"Shoot > Shoot
Shoot > Offense"
52;https://dxi4wb638ujep.cloudfront.net/1/k/k/f/kfovm0iaxss.png;黒上 呪;くろがみ のろい;Noroi Kurogami;Phil Noir;黒上;男 (Male);FW7;選手 (Player);イナズマイレブン;FW;MF;林 (Forest);Bond;"Power Shot
Ghost Pull
Deceptor Dribble";104;101;91;81;78;75;90;620;Shoot > Defense;"Defense > Defense
Offense > Defense"
53;https://dxi4wb638ujep.cloudfront.net/1/k/e/q/eqlg1pxseyc.png;魔界 崇雄;まかい たかお;Takao Makai;Mick Askley;魔界;男 (Male);MF7;選手 (Player);イナズマイレブン;MF;DF;林 (Forest);Bond;"Crosscut Feint
Ghost Pull
Spider Web";90;104;105;77;75;75;93;619;Offense > Defense;"Defense > Defense
Defense > Defense"
54;https://dxi4wb638ujep.cloudfront.net/1/k/p/5/p54_qlu6ghc.png;地木流 灰人;じきる はいと;Haito Jikiru;Hekyll Jyde;地木流;男 (Male);DF6;監督 (Manager);イナズマイレブン;DF;FW;山 (Mountain);Rough Play;"Curving Cut
Ghost Pull
Brutal Persona Mode";79;83;84;91;95;81;104;617;Defense > Defense;"Defense > Offense
Shoot > Shoot"
56;https://dxi4wb638ujep.cloudfront.net/1/k/t/2/t2vvykaoccs.png;提灯 ほのり;ちょうちん ほのり;Honori Chochin;Lanny Tern;提灯;女 (Female);GK7;マネージャー (Coordinator);イナズマイレブン;GK;MF;風 (Wind);Counter;;79;86;81;91;95;98;86;616;;
57;https://dxi4wb638ujep.cloudfront.net/1/k/p/a/pakshsy_xr0.png;猪口 兵吾;いのくち ひょうご;Hyogo Inokuchi;Charlie Boardfield;イノシシ;男 (Male);GK6;選手 (Player);イナズマイレブン;GK;MF;火 (Fire);Rough Play;"Power Catch
Table-Turner
Blazing Knuckle";79;86;81;88;95;101;86;616;Keep > Keep;"Offense > Keep
Offense > Defense"
58;https://dxi4wb638ujep.cloudfront.net/1/k/v/v/vvpnupt3ele.png;鶏井 亮太;とりい りょうた;Ryota Torii;Hugo Tallgeese;ニワトリ;男 (Male);MF4;選手 (Player);イナズマイレブン;MF;FW;火 (Fire);Rough Play;"Feint Dash
Dash Accelerator
Condor Dive";93;101;98;81;82;75;90;620;Offense > Offense;"Defense > Shoot
Shoot > Shoot"
59;https://dxi4wb638ujep.cloudfront.net/1/k/e/h/ehyg5wlnp4s.png;魚住 拓人;うおずみ たくと;Takuto Uozumi;Wilson Fishman;サカナ;男 (Male);DF7;選手 (Player);イナズマイレブン;DF;MF;林 (Forest);Bond;"Feint Play
Quick Draw
Spinning Cut";76;79;77;95;99;81;110;617;Defense > Defense;"Shoot > Offense
Offense > Defense"
60;https://dxi4wb638ujep.cloudfront.net/1/k/c/m/cmfaxpzhs-s.png;蛙田 達士;かえるだ たつひと;Tatsuhito Kaeruda;Peter Johnson;カエル;男 (Male);DF7;選手 (Player);イナズマイレブン;DF;MF;林 (Forest);Counter;"Shoulder Tackle
Dash Accelerator
Killer Slide";76;79;77;95;99;81;110;617;Defense > Offense;"Defense > Defense
Shoot > Offense"
61;https://dxi4wb638ujep.cloudfront.net/1/k/t/o/tou76w_bbne.png;獅子王 吼;ししおう こう;Ko Shishio;Leonard O'Shea;ライオン;男 (Male);DF6;選手 (Player);イナズマイレブン;DF;MF;山 (Mountain);Rough Play;"Cunning Pull
Super Armadillo
No Escape";79;83;84;91;95;81;104;617;Defense > Offense;"Shoot > Offense
Offense > Defense"
62;https://dxi4wb638ujep.cloudfront.net/1/k/n/h/nhnoplkt0t0.png;香芽 レオン;かめ れおん;Leon Kame;Cham Lion;カメレオン;男 (Male);MF6;選手 (Player);イナズマイレブン;MF;DF;風 (Wind);Breach;"Nutmeg
Quick Draw
Afterimage";97;104;102;84;85;78;93;643;Offense > Defense;"Shoot > Shoot
Defense > Defense"
63;https://dxi4wb638ujep.cloudfront.net/1/k/8/j/8j8ve0spzec.png;大鷲 誠次;おおわし せいじ;Seiji Owashi;Steve Eagle;ワシ;男 (Male);MF7;選手 (Player);イナズマイレブン;MF;FW;風 (Wind);Tension;"Crosscut Feint
Condor Dive
Illusory Ball";90;104;105;77;75;75;93;619;Offense > Shoot;"Shoot > Shoot
Shoot > Shoot"
64;https://dxi4wb638ujep.cloudfront.net/1/k/i/j/ijd315vl-h0.png;猿田 登;さるた のぼる;Noboru Saruta;Bruce Monkey;サル;男 (Male);MF7;選手 (Player);イナズマイレブン;MF;FW;風 (Wind);Rough Play;"Dust Kick
Monkey Turn
Tarzan Kick";90;104;105;77;75;75;93;619;Offense > Offense;"Defense > Offense
Shoot > Shoot"
65;https://dxi4wb638ujep.cloudfront.net/1/k/5/l/5lywygjxtsc.png;五利 真吾;ごり しんご;Shingo Gori;Gary Lancaster;ゴリラ;男 (Male);FW7;選手 (Player);イナズマイレブン;FW;MF;山 (Mountain);Bond;"Curve Shot
Tarzan Kick
Super Armadillo";104;101;91;81;78;75;90;620;Shoot > Shoot;"Shoot > Defense
Offense > Defense"
66;https://dxi4wb638ujep.cloudfront.net/1/k/x/j/xjpbcha4y-8.png;蛇丸 彰真;へびまる しょうま;Shoma Hebimaru;Harry Snake;ヘビ;男 (Male);FW7;選手 (Player);イナズマイレブン;FW;MF;林 (Forest);Breach;"Low Drive
Zigzag Spark
Cross Drive";104;101;91;81;78;75;90;620;Shoot > Offense;"Shoot > Offense
Offense > Defense"
67;https://dxi4wb638ujep.cloudfront.net/1/k/m/l/mly6v4mcfnu.png;水前寺 馳威太;すいぜんじ ちいた;Chiita Suizenji;Adrian Speed;チーター;男 (Male);FW6;選手 (Player);イナズマイレブン;FW;MF;風 (Wind);Rough Play;"Curve Shot
Flurry Dash
Tarzan Kick";114;108;98;81;78;78;86;643;Shoot > Offense;"Shoot > Offense
Offense > Defense"
68;https://dxi4wb638ujep.cloudfront.net/1/k/g/k/gk7p8ltkqtk.png;小荒 登;こあら のぼる;Noboru Koara;Alan Coe;コアラ;男 (Male);MF7;選手 (Player);イナズマイレブン;MF;FW;林 (Forest);Justice;"Feint Dash
Tarzan Kick
Monkey Turn";90;104;105;77;75;75;93;619;Offense > Shoot;"Shoot > Offense
Shoot > Shoot"
69;https://dxi4wb638ujep.cloudfront.net/1/k/3/m/3mkura1whem.png;判 竹夫;ばん たけお;Takeo Ban;Philip Anders;パンダ;男 (Male);FW8;選手 (Player);イナズマイレブン;FW;MF;火 (Fire);Breach;"Will-o'-the-Wisp Shot
Killer Slide
Dash Accelerator";110;104;95;77;75;75;83;619;Shoot > Defense;"Shoot > Shoot
Shoot > Offense"
70;https://dxi4wb638ujep.cloudfront.net/1/k/1/t/1tny_dnccym.png;荒井川 熊巳;あらいがわ くまみ;Kumami Araigawa;Rocky Rackham;アライグマ;男 (Male);DF6;選手 (Player);イナズマイレブン;DF;MF;林 (Forest);Justice;"Curving Cut
Super Armadillo
Grenade Shot";79;83;84;91;95;81;104;617;Defense > Offense;"Defense > Defense
Shoot > Offense"
71;https://dxi4wb638ujep.cloudfront.net/1/k/e/f/ef8ts8bmvrk.png;根津 光夫;ねず みつお;Mitsuo Nezu;Matt Mouseman;ネズミ;男 (Male);MF4;選手 (Player);イナズマイレブン;MF;DF;山 (Mountain);Bond;"Feint Dash
Fake Ball
Bewildered";93;101;98;81;82;75;90;620;Offense > Defense;"Shoot > Offense
Defense > Defense"
72;https://dxi4wb638ujep.cloudfront.net/1/k/k/q/kqfmbh0ualu.png;牛尾 空也;うしお くうや;Kuya Ushio;Chad Bullford;ウシ;男 (Male);GK6;選手 (Player);イナズマイレブン;GK;MF;火 (Fire);Tension;"Power Catch
Toughness Block
Blazing Knuckle";79;86;81;88;95;101;86;616;Keep > Keep;"Keep > Keep
Offense > Defense"
73;https://dxi4wb638ujep.cloudfront.net/1/k/e/-/e-qruphieye.png;他山 幸助;たざん こうすけ;Kosuke Tazan;Harry Savage;他山;男 (Male);MF4;監督 (Manager);イナズマイレブン;MF;DF;風 (Wind);Justice;"Nutmeg
Blade Attack
Aikido";93;101;98;81;82;75;90;620;Offense > Defense;"Offense > Offense
Defense > Defense"
74;https://dxi4wb638ujep.cloudfront.net/1/k/n/z/nz2ghxvgpic.png;富良 民子;ふら みんこ;Minko Fura;Flammie Gonzalez;富良;女 (Female);FW8;マネージャー (Coordinator);イナズマイレブン;FW;MF;火 (Fire);Justice;;110;104;95;77;75;75;83;619;;
