ID,Colonne 2,ImageURL,Name,Nickname,GenderIcon1,Gender,ElementIcon,Element,PositionIcon,Position,CharacterRole,AgeGroup,SchoolYear,Team,Team2,Game,3DviewURL,HowToObtain,Description,IE1,IE2,IE3,Go1,Go2,Go3,ARES,ORION,VIC,KIck,Control,Technique,Pressure,Physical,Agility,Intelligence,NameJP,NicknameJP,GenderJP,ElementJP,PositionJP,CharacterRoleJP,AgeGroupJP,SchoolYearJP,TeamJP,Team2JP,HowToObtainJP,DescriptionJP
18,,https://dxi4wb638ujep.cloudfront.net/1/k/z/p/zpndk6oxjls.png,Celia Hills,Celia,,Female,,Wind,,MF,Coordinator,Middle School,Grade 7,Raimon,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83LyMvP3aKC,???,"A master of digging up info, her footie knowledge may rival even Jude's.",○,○,○,○,○,○,×,×,○,?,?,?,?,?,?,?,音無 春奈,音無,女,風,MF,マネージャー,中学生,一年生,雷門中,,???,データ集めは お手のもの！ そのサッカーセンスは鬼道ゆずり。
19,,https://dxi4wb638ujep.cloudfront.net/1/k/x/i/xikbkjcdmjs.png,Nelly Raimon,Nelly,,Female,,Fire,,FW,Coordinator,Middle School,Grade 8,Raimon,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83LyMzP3aKC,???,A strong-willed young lady. Her dad will tell you she's a big softy at heart.,○,○,○,○,○,○,×,×,○,?,?,?,?,?,?,?,雷門 夏未,夏未,女,火,FW,マネージャー,中学生,二年生,雷門中,,???,美人だけど 気の強いお嬢様。 総一郎いわく 実は泣き虫。
20,,https://dxi4wb638ujep.cloudfront.net/1/k/9/w/9wtikebapts.png,Joseph King,King,,Male,,Fire,,GK,Player,Middle School,Grade 8,Royal Academy,Neo National,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Pzc7P3aKC,???,The King of Keepers. There is no angle that he can not cover.,○,○,○,○,○,○,×,×,○,?,?,?,?,?,?,?,源田 幸次郎,げんおう,男,火,GK,選手,中学生,二年生,帝国学園,ネオジャパン,???,キング・オブ・ゴールキーパー。 王の前に死角は無い。
21,,https://dxi4wb638ujep.cloudfront.net/1/k/d/5/d5w9zd0i6nc.png,Peter Drent,Drent,,Male,,Mountain,,DF,Player,Middle School,Grade 8,Royal Academy,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Pzc3P3aKC,???,This young giant is capable of ground-shaking skills.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,大野 伝助,だいでん,男,山,DF,選手,中学生,二年生,帝国学園,,???,中学生離れした巨体の荒くれ者。 大地を揺るがすパワーを持つ。
22,,https://dxi4wb638ujep.cloudfront.net/1/k/s/r/srbc08syx-0.png,Ben Simmons,Simmons,,Male,,Forest,,DF,Player,Middle School,Grade 8,Royal Academy,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_PzczP3aKC,???,"Lunges for the ball like a mad dog. Size doesn't matter. Once he's on, he won't let go.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,万丈 一道,万丈,男,林,DF,選手,中学生,二年生,帝国学園,,???,どんな相手にも 物怖じせず食らいつき あらゆる手段でボールを奪う まさに狂犬。
23,,https://dxi4wb638ujep.cloudfront.net/1/k/u/w/uwgaalaes40.png,Alan Master,Master,,Male,,Wind,,MF,Player,Middle School,Grade 7,Royal Academy,Neo National,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_PzcvP3aKC,???,The rhythm from his headphones is the secret to his strength.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,成神 健也,成神,男,風,MF,選手,中学生,一年生,帝国学園,ネオジャパン,???,ヘッドホンが強さのヒミツ。 リズムに乗って 相手を翻弄する。
24,,https://dxi4wb638ujep.cloudfront.net/1/k/f/y/fy3h3amk_lc.png,Gus Martin,Martin,,Male,,Forest,,DF,Player,Middle School,Grade 8,Royal Academy,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_PzcrP3aKC,???,His history and motives are unclear to all but himself.,○,○,○,○,○,○,×,×,○,?,?,?,?,?,?,?,五条 勝,五条,男,林,DF,選手,中学生,二年生,帝国学園,,???,経歴など一切不明。 その心は 鬼道すら知るよしも無い。
25,,https://dxi4wb638ujep.cloudfront.net/1/k/_/3/_3uukhtskrs.png,Herman Waldon,Waldon,,Male,,Wind,,MF,Player,Middle School,Grade 8,Royal Academy,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_PzcnP3aKC,???,Has great pride in the Academy and looks down on all other teams.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,辺見 渡,辺見,男,風,MF,選手,中学生,二年生,帝国学園,,???,帝国に高いプライドを持ち 他のチームを見下している。
26,,https://dxi4wb638ujep.cloudfront.net/1/k/o/f/ofl1j41wnye.png,John Bloom,Bloom,,Male,,Fire,,MF,Player,Middle School,Grade 8,Royal Academy,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_PzcjP3aKC,???,A naturally rough player. He runs wild on the pitch.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,咲山 修二,咲山,男,火,MF,選手,中学生,二年生,帝国学園,,???,ラフプレイはお手のもの。 フィールドを駆ける暴走ヤロウ。
27,,https://dxi4wb638ujep.cloudfront.net/1/k/6/1/61at4120ans.png,Derek Swing,Swing,,Male,,Wind,,MF,Player,Middle School,Grade 7,Royal Academy,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_PzcfP3aKC,???,"Quick thinker and tricky, like a puzzle box. Slips through with feints and flair.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,洞面 秀一郎,洞面,男,風,MF,選手,中学生,一年生,帝国学園,,???,頭の回転が速く トリッキーな動きが武器。 身軽な体格を活かしたフェイントも秀逸。
28,,https://dxi4wb638ujep.cloudfront.net/1/k/l/d/ldrmvkqotue.png,Daniel Hatch,Hatch,,Male,,Forest,,FW,Player,Middle School,Grade 8,Royal Academy,Neo National,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_PzcbP3aKC,???,Fearless vanguard who charges upfield and fires explosive shots with his long legs.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,寺門 大貴,寺門,男,林,FW,選手,中学生,二年生,帝国学園,ネオジャパン,???,切り込み隊長として 前線を押し上げ 長い手足でダイナミックなシュートを放つ。
29,,https://dxi4wb638ujep.cloudfront.net/1/k/l/1/l1wbplzhm4k.png,Jude Sharp,Jude,,Male,,Wind,,MF,Player,Middle School,Grade 8,Royal Academy,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_PzM_P3aKC,???,A captain who guides his team to victory with precise instructions. He is an excellent player skilled at both techniques and tactics.,○,○,○,○,○,○,×,×,○,?,?,?,?,?,?,?,鬼道 有人,鬼道,男,風,MF,選手,中学生,二年生,帝国学園,,???,的確な指示で チームを勝利へ導く司令塔。 技術 戦略ともに最高のプレイヤー。
30,,https://dxi4wb638ujep.cloudfront.net/1/k/u/d/udbgi0_9hlm.png,David Samford,Samford,,Male,,Forest,,FW,Player,Middle School,Grade 8,Royal Academy,Inazuma National,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_PzM7P3aKC,???,A striker with a deadly shot arsenal and Jude's ever-reliable right hand.,○,○,○,○,○,○,×,×,○,?,?,?,?,?,?,?,佐久間 次郎,佐久間,男,林,FW,選手,中学生,二年生,帝国学園,イナズマジャパン,???,強力なシュート技を持つストライカー。 帝国学園の参謀役として鬼道を支える。
31,,https://dxi4wb638ujep.cloudfront.net/1/k/0/y/0yivxpk1ur8.png,Bob Carlton,Carlton,,Male,,Forest,,GK,Player,Middle School,Grade 8,Royal Academy,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_PzM3P3aKC,???,Physically strong and fast. He can close down attackers in a second.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,兵藤 雄平,兵藤,男,林,GK,選手,中学生,二年生,帝国学園,,???,体が大きく足も速い。 あっという間に相手を抜き去る。
32,,https://dxi4wb638ujep.cloudfront.net/1/k/f/a/fat0cwsp5yu.png,Cliff Tomlinson,Tomlinson,,Male,,Wind,,FW,Player,Middle School,Grade 9,Royal Academy,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_PzMzP3aKC,???,"Despite not making the team regularly, his ability is fine.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,恵那 和樹,恵那,男,風,FW,選手,中学生,三年生,帝国学園,,???,故障がちなのでレギュラーではないが その実力は十分。
33,,https://dxi4wb638ujep.cloudfront.net/1/k/h/7/h7uoyp-j8eu.png,Jim Lawrenson,Lawrenson,,Male,,Wind,,FW,Player,Middle School,Grade 7,Royal Academy,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_PzMvP3aKC,???,Being small does not affect his ball keeping skills.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,椋本 圭,椋本,男,風,FW,選手,中学生,一年生,帝国学園,,???,体は小さいけれど ボールのキープ力はピカイチ。
34,,https://dxi4wb638ujep.cloudfront.net/1/k/2/t/2tljfwyzrt8.png,Barry Potts,Potts,,Male,,Wind,,MF,Player,Middle School,Grade 9,Royal Academy,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_PzMrP3aKC,???,Making complicated moves look easy is his forte.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,渋木 翔大,渋木,男,風,MF,選手,中学生,三年生,帝国学園,,???,外見とは裏腹に 細やかなプレイが得意。
35,,https://dxi4wb638ujep.cloudfront.net/1/k/w/8/w8g8mttrknm.png,Steve Ingham,Ingham,,Male,,Mountain,,FW,Player,Middle School,Grade 8,Royal Academy,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_PzMnP3aKC,???,He fires the team up when the heat is on.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,大楠 星士,大楠,男,山,FW,選手,中学生,二年生,帝国学園,,???,ピンチの時に投入すると 熱いプレイを繰り広げるプレイヤー。
36,,https://dxi4wb638ujep.cloudfront.net/1/k/8/w/8wocttgsuu0.png,Ray Dark,Dark,,Male,,Wind,,MF,Manager,Adult,-,Royal Academy,Royal Academy Redux,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM7Ox8_Oz83P3aKC,???,"Runs Royal Academy with ruthless focus, ruling both school and club to snatch every win.",○,○,×,×,×,×,×,×,○,?,?,?,?,?,?,?,影山 零治,影山,男,風,MF,監督,大人,-,帝国学園,真・帝国学園,???,帝国学園総帥で 帝国サッカー部の監督。 目的のためには手段を選ばない 非道な性格。
37,,https://dxi4wb638ujep.cloudfront.net/1/k/n/y/ny_j-sgwdnc.png,Stephen Black,Black,,Male,,Forest,,DF,Coach,Adult,-,Royal Academy,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM7Ox8_Oz8zP3aKC,???,"Royal Academy teacher turned interim manager, who stepped up when Ray Dark vanished.",○,×,×,×,×,×,×,×,○,?,?,?,?,?,?,?,安西 勝,安西,男,林,DF,コーチ,大人,-,帝国学園,,???,帝国学園の教師で 帝国サッカー部の顧問。 影山が去った後 監督代行となった。
38,,https://dxi4wb638ujep.cloudfront.net/1/k/v/a/vaeuza7dvs8.png,Nathan Jones,Mask,,Male,,Wind,,GK,Player,Middle School,Grade 8,Occult,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Py87P3aKC,???,He's the kind of nut who brings a machete to mow the field.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,鉈 十三,十三,男,風,GK,選手,中学生,二年生,尾刈斗中,,???,グラウンドの草刈りにナタを使う アブないヤツ。
39,,https://dxi4wb638ujep.cloudfront.net/1/k/p/v/pv9hgholaym.png,Russell Walk,Styx,,Male,,Forest,,DF,Player,Middle School,Grade 8,Occult,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Py83P3aKC,???,"After a spooky experience, even he is not sure if he is really alive!",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,三途 渡,三途,男,林,DF,選手,中学生,二年生,尾刈斗中,,???,霊体験をしてからは 本人も 生きている自信が持てないという。
40,,https://dxi4wb638ujep.cloudfront.net/1/k/-/h/-hman4ox3bk.png,Jason Jones,Creepy,,Male,,Wind,,DF,Player,Middle School,Grade 7,Occult,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Py8zP3aKC,???,He believes in ghosts and blames them for everything.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,柳田 しげる,柳田,男,風,DF,選手,中学生,一年生,尾刈斗中,,???,妖怪研究が趣味。 何かあると何でも妖怪のせいにする。
41,,https://dxi4wb638ujep.cloudfront.net/1/k/8/m/8mlcjh6dyhk.png,Ken Furan,Franky,,Male,,Mountain,,DF,Player,Middle School,Grade 9,Occult,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Py8vP3aKC,???,"Trying to create life, but biology is his worst class.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,不乱 拳,フランケン,男,山,DF,選手,中学生,三年生,尾刈斗中,,???,生き物を作り出す研究をしているが 生物はニガテ科目らしい。
42,,https://dxi4wb638ujep.cloudfront.net/1/k/n/o/no69oecnf0m.png,Jerry Fulton,Undead,,Male,,Fire,,DF,Player,Middle School,Grade 8,Occult,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Py8rP3aKC,???,"He believes he's invincible, making him a danger to himself and others.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,屍 藤美,藤美,男,火,DF,選手,中学生,二年生,尾刈斗中,,???,自分は不死身だと信じて わざとアブないことをする向こう見ずな選手。
43,,https://dxi4wb638ujep.cloudfront.net/1/k/t/h/thziddpvqu8.png,Ray Mannings,Jiangshi,,Male,,Wind,,MF,Player,Middle School,Grade 8,Occult,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Py8nP3aKC,???,"Although a bit stiff, he disturbs opponents by flying around them.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,霊幻 道久,霊幻,男,風,MF,選手,中学生,二年生,尾刈斗中,,???,体が硬いので 跳ねるように飛び回って 相手をかく乱する。
44,,https://dxi4wb638ujep.cloudfront.net/1/k/c/j/cjopw8pvhnu.png,Robert Mayer,Mummy,,Male,,Forest,,MF,Player,Middle School,Grade 8,Occult,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Py8jP3aKC,???,"As he gets cold easily, he always keeps well wrapped up.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,木乃伊 魔美,ミイラ,男,林,MF,選手,中学生,二年生,尾刈斗中,,???,肌が乾燥しやすい体質のため いつも包帯をぐるぐるに巻いている。
45,,https://dxi4wb638ujep.cloudfront.net/1/k/o/j/ojxxbxm3gy8.png,Alexander Brave,Grave,,Male,,Fire,,MF,Player,Middle School,Grade 8,Occult,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Py8fP3aKC,???,People say he knows how to invoke catastrophic curses when angry.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,八墓 祟,八墓,男,火,MF,選手,中学生,二年生,尾刈斗中,,???,呪いや祟りに詳しく 怒らせると災いが訪れると言われている。
46,,https://dxi4wb638ujep.cloudfront.net/1/k/z/l/zlmqsoqnnru.png,Johan Tassman,Talisman,,Male,,Forest,,FW,Player,Middle School,Grade 7,Occult,Neo National,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Py8bP3aKC,???,"Rumor has it he's psychic, and trains with the spirits of football legends.",○,○,○,×,○,○,×,×,○,?,?,?,?,?,?,?,幽谷 博之,幽谷,男,林,FW,選手,中学生,一年生,尾刈斗中,ネオジャパン,???,するどい霊感と 強い霊能力を活かして 有名選手の霊から指導を受けているという。
47,,https://dxi4wb638ujep.cloudfront.net/1/k/3/j/3j9d2pjesh0.png,Troy Moon,Wolfy,,Male,,Fire,,MF,Player,Middle School,Grade 9,Occult,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Pys_P3aKC,???,"Just a glance at a full moon gives ""Wolf Boy"" violent tendencies.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,月村 憲一,月村,男,火,MF,選手,中学生,三年生,尾刈斗中,,???,月を見ると凶暴になるため 『オオカミ男』と呼ばれている。
48,,https://dxi4wb638ujep.cloudfront.net/1/k/g/l/glm8bwf-b0c.png,Burt Wolf,Blood,,Male,,Mountain,,MF,Player,Middle School,Grade 8,Occult,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Pys7P3aKC,???,Pale from always doing night shifts. Loves tomato juice.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,武羅渡 牙,ブラッド,男,山,MF,選手,中学生,二年生,尾刈斗中,,???,ナイターで最も活躍するフシギ体質。 いつもトマトジュースを飲んでいる。
